a b c
410.4 0.02 0.019607843137254898
410.4 0.06 0.08619764481862366
410.4 0.1 0.2590803478430104
410.4 0.14 0.49760538661387227
410.4 0.18 0.6468754112768501
410.4 0.22 0.7001576596256366
410.4 0.26 0.7193751811108857
410.4 0.3 0.7252393107181561
410.4 0.34 0.7232611458511689
410.4 0.38 0.7185311316102903
410.4 0.42 0.7121250740232458
410.4 0.46 0.7043195233787624
410.4 0.5 0.696111566026359
410.4 0.54 0.6880383837811164
410.4 0.58 0.680081966878142
410.4 0.62 0.6721835005858792
410.4 0.66 0.6644087508032415
410.4 0.7 0.6568589356114415
410.4 0.74 0.6495928459824506
410.4 0.78 0.6426214271726526
410.4 0.82 0.6359314458015131
410.4 0.86 0.6295027594665112
410.4 0.9 0.6233182829642916
410.4 0.94 0.6173624702385327
 
469.0 0.02 0.019607843137254898
469.0 0.06 0.09784396399623975
469.0 0.1 0.3092745508095911
469.0 0.14 0.5779511245037818
469.0 0.18 0.7151419372289827
469.0 0.22 0.761094113887161
469.0 0.26 0.775461356990764
469.0 0.3 0.777969637517767
469.0 0.34 0.7747539618814796
469.0 0.38 0.7680562885564104
469.0 0.42 0.7596079668595613
469.0 0.46 0.7504918425334015
469.0 0.5 0.7411841148715519
469.0 0.54 0.7318847083931286
469.0 0.58 0.7227091061705347
469.0 0.62 0.7137386349200742
469.0 0.66 0.7050278887200986
469.0 0.7 0.6966081007957046
469.0 0.74 0.6884931020904285
469.0 0.78 0.680686109399781
469.0 0.82 0.6731848211002075
469.0 0.86 0.6659849220112587
469.0 0.9 0.6590814160785482
469.0 0.94 0.6524657317137256
 
527.7 0.02 0.019607843137254898
527.7 0.06 0.10979131849958826
527.7 0.1 0.3616048448916881
527.7 0.14 0.6511408741981095
527.7 0.18 0.7732760715627451
527.7 0.22 0.8120918531681081
527.7 0.26 0.8238425156659108
527.7 0.3 0.8238208140668556
527.7 0.34 0.8184705162835657
527.7 0.38 0.810558864612047
527.7 0.42 0.8013201738060834
527.7 0.46 0.7914190037023978
527.7 0.5 0.7812620719150509
527.7 0.54 0.7711035168570283
527.7 0.58 0.7611019890533319
527.7 0.62 0.7513589845697959
527.7 0.66 0.7419386215764099
527.7 0.7 0.7328694221801327
527.7 0.74 0.7241379627208665
527.7 0.78 0.7157028402532267
527.7 0.82 0.7075438275731358
527.7 0.86 0.6997049675431902
527.7 0.9 0.692238731543192
527.7 0.94 0.685095014280766
 
586.3 0.02 0.019607843137254898
586.3 0.06 0.12196489272207471
586.3 0.1 0.41285067340189124
586.3 0.14 0.7128285957860185
586.3 0.18 0.8210899340216119
586.3 0.22 0.8540545177865032
586.3 0.26 0.8633644254282221
586.3 0.3 0.8623820300639056
586.3 0.34 0.8563501803255701
586.3 0.38 0.8477541657601569
586.3 0.42 0.837863030110322
586.3 0.46 0.8273581457924954
586.3 0.5 0.8166299733130519
